Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
2,Kallakurichi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,11612
2,Sankarapuram,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11534
2,Chinnasalem,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11364
2,Cuddalore,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,160,11602
2,Kurinjipadi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11346
2,Panruti,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11454
2,Kallakurichi,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11646
2,Sankarapuram,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11884
2,Chinnasalem,delux ponni,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11574
2,Cuddalore,CO_43,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11814
2,Kurinjipadi,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11514
2,Panruti,delux ponni,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11734
2,Kallakurichi,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11940
2,Sankarapuram,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11994
2,Chinnasalem,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11444
2,Cuddalore,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,10984
2,Kurinjipadi,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,160,11832
2,Panruti,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11726
2,Kallakurichi,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11710
2,Sankarapuram,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,10906
2,Chinnasalem,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11224
2,Cuddalore,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11746
2,Kurinjipadi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11766
2,Panruti,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11446
2,Kallakurichi,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11672
2,Sankarapuram,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11446
2,Chinnasalem,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,200,10984
2,Cuddalore,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11746
2,Kurinjipadi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11672
2,Panruti,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11446
2,Kallakurichi,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11832
2,Sankarapuram,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11746
2,Chinnasalem,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11672
2,Cuddalore,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11446
2,Kurinjipadi,delux ponni,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,160,11746
2,Panruti,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11816
2,Kallakurichi,ponmani,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,11672
2,Sankarapuram,ponmani,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11054
2,Chinnasalem,ponmani,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,200,10820
2,Cuddalore,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11446
2,Kurinjipadi,ponmani,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,10926
2,Panruti,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11256
2,Kallakurichi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,10984
2,Sankarapuram,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11832
2,Chinnasalem,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11726
2,Cuddalore,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,160,10906
2,Kurinjipadi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11766
2,Panruti,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11672
2,Kallakurichi,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11446
2,Sankarapuram,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,10984
2,Chinnasalem,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11746
2,Cuddalore,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11672
2,Kurinjipadi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11446
2,Panruti,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,10984
2,Kallakurichi,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11746
2,Sankarapuram,ponmani,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11672
2,Chinnasalem,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11832
2,Cuddalore,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11446
2,Kurinjipadi,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,160,11710
2,Panruti,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11746
2,Kallakurichi,CO_43,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11816
2,Sankarapuram,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11672
2,Chinnasalem,delux ponni,alluvial,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11054
2,Cuddalore,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,10820
2,Kurinjipadi,ponmani,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11446
2,Panruti,delux ponni,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,10926
2,Kallakurichi,CO_43,clay,50,25,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11256
2,Sankarapuram,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11832
2,Chinnasalem,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,200,10906
2,Cuddalore,CO_43,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11224
2,Kurinjipadi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11746
2,Panruti,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11766
2,Kallakurichi,CO_43,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11672
2,Sankarapuram,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11446
2,Chinnasalem,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,10984
2,Cuddalore,CO_43,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11746
2,Kurinjipadi,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,160,11672
2,Panruti,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11446
2,Kallakurichi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,11746
2,Sankarapuram,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,200,11832
2,Chinnasalem,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,200,11746
2,Cuddalore,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,180,11672
2,Kurinjipadi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,11446
2,Panruti,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11710
2,Kallakurichi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,11746
2,Sankarapuram,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11816
2,Chinnasalem,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,160,11672
2,Cuddalore,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,160,11054
2,Kurinjipadi,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,200,10820
2,Panruti,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,10926
2,Kallakurichi,CO_43,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,180,11832
2,Sankarapuram,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,160,11726
2,Cuddalore,delux ponni,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,160,11710
2,Kurinjipadi,CO_43,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,180,10906
2,Panruti,ponmani,clay,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,200,11224
2,Kallakurichi,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,160,11746
2,Sankarapuram,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,180,11766
2,Chinnasalem,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,200,11672
2,Cuddalore,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,160,11446
2,Kurinjipadi,CO_43,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,180,10984
2,Panruti,delux ponni,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,160,11672
2,Kallakurichi,ponmani,alluvial,50,25,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,200,11746
